"","doc_id","paragraph_id","sentence_id","sentence","token_id","token","lemma","upos","xpos","feats","head_token_id","dep_rel","deps","misc","jobdesc_id","source"
"1489","doc1",1,10,"PROGRAMMING LANGUAGE SKILLS WITH R/PYTHON, STATISTICS OR MATHEMATICS TOOLS LIKE R, MATLAB, SAS"", ""PROVEN TRACK RECORD OF USING DATA TO GENERATE INSIGHT AND DRIVE BUSINESS RESULTS"", ""EFFECTIVE WRITTEN AND VERBAL COMMUNICATION SKILLS TO JUSTIFY FORECASTING PLANS TO INFLUENCE PEERS AND EXECUTIVES."", ""COMFORTABLE WORKING INDEPENDENTLY; STRONG PRIORITIZATION SKILLS AND DEMONSTRATED ABILITY TO MANAGE STAKEHOLDER EXPECTATIONS"", ""MUST BE COMFORTABLE WORKING WITH HIGHLY SENSITIVE AND/OR DISTURBING CONTENT"", ""MEDICAL, DENTAL, VISION & DISABILITY INSURANCE"", ""401(K)"", ""MATERNITY & PARENTAL LEAVE"", ""FLEXIBLE PTO"", ""AMAZON EMPLOYEE DISCOUNT"", ""MONTHLY CONTRIBUTION & DISCOUNTS FOR WELLNESS RELATED ACTIVITIES & PROGRAMS (E.G., GYM MEMBERSHIPS, OFF-SITE MASSAGES, ETC.)"")","84","CONTENT","content","PROPN","NNP","Number=Sing","75","conj",NA,"SpaceAfter=No",5,"Indeed"
"1493","doc1",1,10,"PROGRAMMING LANGUAGE SKILLS WITH R/PYTHON, STATISTICS OR MATHEMATICS TOOLS LIKE R, MATLAB, SAS"", ""PROVEN TRACK RECORD OF USING DATA TO GENERATE INSIGHT AND DRIVE BUSINESS RESULTS"", ""EFFECTIVE WRITTEN AND VERBAL COMMUNICATION SKILLS TO JUSTIFY FORECASTING PLANS TO INFLUENCE PEERS AND EXECUTIVES."", ""COMFORTABLE WORKING INDEPENDENTLY; STRONG PRIORITIZATION SKILLS AND DEMONSTRATED ABILITY TO MANAGE STAKEHOLDER EXPECTATIONS"", ""MUST BE COMFORTABLE WORKING WITH HIGHLY SENSITIVE AND/OR DISTURBING CONTENT"", ""MEDICAL, DENTAL, VISION & DISABILITY INSURANCE"", ""401(K)"", ""MATERNITY & PARENTAL LEAVE"", ""FLEXIBLE PTO"", ""AMAZON EMPLOYEE DISCOUNT"", ""MONTHLY CONTRIBUTION & DISCOUNTS FOR WELLNESS RELATED ACTIVITIES & PROGRAMS (E.G., GYM MEMBERSHIPS, OFF-SITE MASSAGES, ETC.)"")","88","MEDICAL","Medical","PROPN","NNP","Number=Sing","75","flat",NA,"SpaceAfter=No",5,"Indeed"
"1495","doc1",1,10,"PROGRAMMING LANGUAGE SKILLS WITH R/PYTHON, STATISTICS OR MATHEMATICS TOOLS LIKE R, MATLAB, SAS"", ""PROVEN TRACK RECORD OF USING DATA TO GENERATE INSIGHT AND DRIVE BUSINESS RESULTS"", ""EFFECTIVE WRITTEN AND VERBAL COMMUNICATION SKILLS TO JUSTIFY FORECASTING PLANS TO INFLUENCE PEERS AND EXECUTIVES."", ""COMFORTABLE WORKING INDEPENDENTLY; STRONG PRIORITIZATION SKILLS AND DEMONSTRATED ABILITY TO MANAGE STAKEHOLDER EXPECTATIONS"", ""MUST BE COMFORTABLE WORKING WITH HIGHLY SENSITIVE AND/OR DISTURBING CONTENT"", ""MEDICAL, DENTAL, VISION & DISABILITY INSURANCE"", ""401(K)"", ""MATERNITY & PARENTAL LEAVE"", ""FLEXIBLE PTO"", ""AMAZON EMPLOYEE DISCOUNT"", ""MONTHLY CONTRIBUTION & DISCOUNTS FOR WELLNESS RELATED ACTIVITIES & PROGRAMS (E.G., GYM MEMBERSHIPS, OFF-SITE MASSAGES, ETC.)"")","90","DENTAL","Dental","PROPN","NNP","Number=Sing","95","compound",NA,"SpaceAfter=No",5,"Indeed"
"1497","doc1",1,10,"PROGRAMMING LANGUAGE SKILLS WITH R/PYTHON, STATISTICS OR MATHEMATICS TOOLS LIKE R, MATLAB, SAS"", ""PROVEN TRACK RECORD OF USING DATA TO GENERATE INSIGHT AND DRIVE BUSINESS RESULTS"", ""EFFECTIVE WRITTEN AND VERBAL COMMUNICATION SKILLS TO JUSTIFY FORECASTING PLANS TO INFLUENCE PEERS AND EXECUTIVES."", ""COMFORTABLE WORKING INDEPENDENTLY; STRONG PRIORITIZATION SKILLS AND DEMONSTRATED ABILITY TO MANAGE STAKEHOLDER EXPECTATIONS"", ""MUST BE COMFORTABLE WORKING WITH HIGHLY SENSITIVE AND/OR DISTURBING CONTENT"", ""MEDICAL, DENTAL, VISION & DISABILITY INSURANCE"", ""401(K)"", ""MATERNITY & PARENTAL LEAVE"", ""FLEXIBLE PTO"", ""AMAZON EMPLOYEE DISCOUNT"", ""MONTHLY CONTRIBUTION & DISCOUNTS FOR WELLNESS RELATED ACTIVITIES & PROGRAMS (E.G., GYM MEMBERSHIPS, OFF-SITE MASSAGES, ETC.)"")","92","VISION","vision","PROPN","NNP","Number=Sing","90","conj",NA,NA,5,"Indeed"
"1499","doc1",1,10,"PROGRAMMING LANGUAGE SKILLS WITH R/PYTHON, STATISTICS OR MATHEMATICS TOOLS LIKE R, MATLAB, SAS"", ""PROVEN TRACK RECORD OF USING DATA TO GENERATE INSIGHT AND DRIVE BUSINESS RESULTS"", ""EFFECTIVE WRITTEN AND VERBAL COMMUNICATION SKILLS TO JUSTIFY FORECASTING PLANS TO INFLUENCE PEERS AND EXECUTIVES."", ""COMFORTABLE WORKING INDEPENDENTLY; STRONG PRIORITIZATION SKILLS AND DEMONSTRATED ABILITY TO MANAGE STAKEHOLDER EXPECTATIONS"", ""MUST BE COMFORTABLE WORKING WITH HIGHLY SENSITIVE AND/OR DISTURBING CONTENT"", ""MEDICAL, DENTAL, VISION & DISABILITY INSURANCE"", ""401(K)"", ""MATERNITY & PARENTAL LEAVE"", ""FLEXIBLE PTO"", ""AMAZON EMPLOYEE DISCOUNT"", ""MONTHLY CONTRIBUTION & DISCOUNTS FOR WELLNESS RELATED ACTIVITIES & PROGRAMS (E.G., GYM MEMBERSHIPS, OFF-SITE MASSAGES, ETC.)"")","94","DISABILITY","disability","PROPN","NNP","Number=Sing","90","conj",NA,NA,5,"Indeed"
"1500","doc1",1,10,"PROGRAMMING LANGUAGE SKILLS WITH R/PYTHON, STATISTICS OR MATHEMATICS TOOLS LIKE R, MATLAB, SAS"", ""PROVEN TRACK RECORD OF USING DATA TO GENERATE INSIGHT AND DRIVE BUSINESS RESULTS"", ""EFFECTIVE WRITTEN AND VERBAL COMMUNICATION SKILLS TO JUSTIFY FORECASTING PLANS TO INFLUENCE PEERS AND EXECUTIVES."", ""COMFORTABLE WORKING INDEPENDENTLY; STRONG PRIORITIZATION SKILLS AND DEMONSTRATED ABILITY TO MANAGE STAKEHOLDER EXPECTATIONS"", ""MUST BE COMFORTABLE WORKING WITH HIGHLY SENSITIVE AND/OR DISTURBING CONTENT"", ""MEDICAL, DENTAL, VISION & DISABILITY INSURANCE"", ""401(K)"", ""MATERNITY & PARENTAL LEAVE"", ""FLEXIBLE PTO"", ""AMAZON EMPLOYEE DISCOUNT"", ""MONTHLY CONTRIBUTION & DISCOUNTS FOR WELLNESS RELATED ACTIVITIES & PROGRAMS (E.G., GYM MEMBERSHIPS, OFF-SITE MASSAGES, ETC.)"")","95","INSURANCE","insurance","PROPN","NNP","Number=Sing","75","flat",NA,"SpaceAfter=No",5,"Indeed"
"1511","doc1",1,10,"PROGRAMMING LANGUAGE SKILLS WITH R/PYTHON, STATISTICS OR MATHEMATICS TOOLS LIKE R, MATLAB, SAS"", ""PROVEN TRACK RECORD OF USING DATA TO GENERATE INSIGHT AND DRIVE BUSINESS RESULTS"", ""EFFECTIVE WRITTEN AND VERBAL COMMUNICATION SKILLS TO JUSTIFY FORECASTING PLANS TO INFLUENCE PEERS AND EXECUTIVES."", ""COMFORTABLE WORKING INDEPENDENTLY; STRONG PRIORITIZATION SKILLS AND DEMONSTRATED ABILITY TO MANAGE STAKEHOLDER EXPECTATIONS"", ""MUST BE COMFORTABLE WORKING WITH HIGHLY SENSITIVE AND/OR DISTURBING CONTENT"", ""MEDICAL, DENTAL, VISION & DISABILITY INSURANCE"", ""401(K)"", ""MATERNITY & PARENTAL LEAVE"", ""FLEXIBLE PTO"", ""AMAZON EMPLOYEE DISCOUNT"", ""MONTHLY CONTRIBUTION & DISCOUNTS FOR WELLNESS RELATED ACTIVITIES & PROGRAMS (E.G., GYM MEMBERSHIPS, OFF-SITE MASSAGES, ETC.)"")","106","MATERNITY","Maternity","PROPN","NNP","Number=Sing","75","flat",NA,NA,5,"Indeed"
"1513","doc1",1,10,"PROGRAMMING LANGUAGE SKILLS WITH R/PYTHON, STATISTICS OR MATHEMATICS TOOLS LIKE R, MATLAB, SAS"", ""PROVEN TRACK RECORD OF USING DATA TO GENERATE INSIGHT AND DRIVE BUSINESS RESULTS"", ""EFFECTIVE WRITTEN AND VERBAL COMMUNICATION SKILLS TO JUSTIFY FORECASTING PLANS TO INFLUENCE PEERS AND EXECUTIVES."", ""COMFORTABLE WORKING INDEPENDENTLY; STRONG PRIORITIZATION SKILLS AND DEMONSTRATED ABILITY TO MANAGE STAKEHOLDER EXPECTATIONS"", ""MUST BE COMFORTABLE WORKING WITH HIGHLY SENSITIVE AND/OR DISTURBING CONTENT"", ""MEDICAL, DENTAL, VISION & DISABILITY INSURANCE"", ""401(K)"", ""MATERNITY & PARENTAL LEAVE"", ""FLEXIBLE PTO"", ""AMAZON EMPLOYEE DISCOUNT"", ""MONTHLY CONTRIBUTION & DISCOUNTS FOR WELLNESS RELATED ACTIVITIES & PROGRAMS (E.G., GYM MEMBERSHIPS, OFF-SITE MASSAGES, ETC.)"")","108","PARENTAL","parental","PROPN","NNP","Number=Sing","109","compound",NA,NA,5,"Indeed"
"1514","doc1",1,10,"PROGRAMMING LANGUAGE SKILLS WITH R/PYTHON, STATISTICS OR MATHEMATICS TOOLS LIKE R, MATLAB, SAS"", ""PROVEN TRACK RECORD OF USING DATA TO GENERATE INSIGHT AND DRIVE BUSINESS RESULTS"", ""EFFECTIVE WRITTEN AND VERBAL COMMUNICATION SKILLS TO JUSTIFY FORECASTING PLANS TO INFLUENCE PEERS AND EXECUTIVES."", ""COMFORTABLE WORKING INDEPENDENTLY; STRONG PRIORITIZATION SKILLS AND DEMONSTRATED ABILITY TO MANAGE STAKEHOLDER EXPECTATIONS"", ""MUST BE COMFORTABLE WORKING WITH HIGHLY SENSITIVE AND/OR DISTURBING CONTENT"", ""MEDICAL, DENTAL, VISION & DISABILITY INSURANCE"", ""401(K)"", ""MATERNITY & PARENTAL LEAVE"", ""FLEXIBLE PTO"", ""AMAZON EMPLOYEE DISCOUNT"", ""MONTHLY CONTRIBUTION & DISCOUNTS FOR WELLNESS RELATED ACTIVITIES & PROGRAMS (E.G., GYM MEMBERSHIPS, OFF-SITE MASSAGES, ETC.)"")","109","LEAVE","leave","PROPN","NNP","Number=Sing","75","conj",NA,"SpaceAfter=No",5,"Indeed"
"1518","doc1",1,10,"PROGRAMMING LANGUAGE SKILLS WITH R/PYTHON, STATISTICS OR MATHEMATICS TOOLS LIKE R, MATLAB, SAS"", ""PROVEN TRACK RECORD OF USING DATA TO GENERATE INSIGHT AND DRIVE BUSINESS RESULTS"", ""EFFECTIVE WRITTEN AND VERBAL COMMUNICATION SKILLS TO JUSTIFY FORECASTING PLANS TO INFLUENCE PEERS AND EXECUTIVES."", ""COMFORTABLE WORKING INDEPENDENTLY; STRONG PRIORITIZATION SKILLS AND DEMONSTRATED ABILITY TO MANAGE STAKEHOLDER EXPECTATIONS"", ""MUST BE COMFORTABLE WORKING WITH HIGHLY SENSITIVE AND/OR DISTURBING CONTENT"", ""MEDICAL, DENTAL, VISION & DISABILITY INSURANCE"", ""401(K)"", ""MATERNITY & PARENTAL LEAVE"", ""FLEXIBLE PTO"", ""AMAZON EMPLOYEE DISCOUNT"", ""MONTHLY CONTRIBUTION & DISCOUNTS FOR WELLNESS RELATED ACTIVITIES & PROGRAMS (E.G., GYM MEMBERSHIPS, OFF-SITE MASSAGES, ETC.)"")","113","FLEXIBLE","flexible","PROPN","NNP","Number=Sing","114","compound",NA,NA,5,"Indeed"
"1519","doc1",1,10,"PROGRAMMING LANGUAGE SKILLS WITH R/PYTHON, STATISTICS OR MATHEMATICS TOOLS LIKE R, MATLAB, SAS"", ""PROVEN TRACK RECORD OF USING DATA TO GENERATE INSIGHT AND DRIVE BUSINESS RESULTS"", ""EFFECTIVE WRITTEN AND VERBAL COMMUNICATION SKILLS TO JUSTIFY FORECASTING PLANS TO INFLUENCE PEERS AND EXECUTIVES."", ""COMFORTABLE WORKING INDEPENDENTLY; STRONG PRIORITIZATION SKILLS AND DEMONSTRATED ABILITY TO MANAGE STAKEHOLDER EXPECTATIONS"", ""MUST BE COMFORTABLE WORKING WITH HIGHLY SENSITIVE AND/OR DISTURBING CONTENT"", ""MEDICAL, DENTAL, VISION & DISABILITY INSURANCE"", ""401(K)"", ""MATERNITY & PARENTAL LEAVE"", ""FLEXIBLE PTO"", ""AMAZON EMPLOYEE DISCOUNT"", ""MONTHLY CONTRIBUTION & DISCOUNTS FOR WELLNESS RELATED ACTIVITIES & PROGRAMS (E.G., GYM MEMBERSHIPS, OFF-SITE MASSAGES, ETC.)"")","114","PTO","Pto","PROPN","NNP","Number=Sing","75","flat",NA,"SpaceAfter=No",5,"Indeed"
"1523","doc1",1,10,"PROGRAMMING LANGUAGE SKILLS WITH R/PYTHON, STATISTICS OR MATHEMATICS TOOLS LIKE R, MATLAB, SAS"", ""PROVEN TRACK RECORD OF USING DATA TO GENERATE INSIGHT AND DRIVE BUSINESS RESULTS"", ""EFFECTIVE WRITTEN AND VERBAL COMMUNICATION SKILLS TO JUSTIFY FORECASTING PLANS TO INFLUENCE PEERS AND EXECUTIVES."", ""COMFORTABLE WORKING INDEPENDENTLY; STRONG PRIORITIZATION SKILLS AND DEMONSTRATED ABILITY TO MANAGE STAKEHOLDER EXPECTATIONS"", ""MUST BE COMFORTABLE WORKING WITH HIGHLY SENSITIVE AND/OR DISTURBING CONTENT"", ""MEDICAL, DENTAL, VISION & DISABILITY INSURANCE"", ""401(K)"", ""MATERNITY & PARENTAL LEAVE"", ""FLEXIBLE PTO"", ""AMAZON EMPLOYEE DISCOUNT"", ""MONTHLY CONTRIBUTION & DISCOUNTS FOR WELLNESS RELATED ACTIVITIES & PROGRAMS (E.G., GYM MEMBERSHIPS, OFF-SITE MASSAGES, ETC.)"")","118","AMAZON","Amazon","PROPN","NNP","Number=Sing","75","flat",NA,NA,5,"Indeed"
"1524","doc1",1,10,"PROGRAMMING LANGUAGE SKILLS WITH R/PYTHON, STATISTICS OR MATHEMATICS TOOLS LIKE R, MATLAB, SAS"", ""PROVEN TRACK RECORD OF USING DATA TO GENERATE INSIGHT AND DRIVE BUSINESS RESULTS"", ""EFFECTIVE WRITTEN AND VERBAL COMMUNICATION SKILLS TO JUSTIFY FORECASTING PLANS TO INFLUENCE PEERS AND EXECUTIVES."", ""COMFORTABLE WORKING INDEPENDENTLY; STRONG PRIORITIZATION SKILLS AND DEMONSTRATED ABILITY TO MANAGE STAKEHOLDER EXPECTATIONS"", ""MUST BE COMFORTABLE WORKING WITH HIGHLY SENSITIVE AND/OR DISTURBING CONTENT"", ""MEDICAL, DENTAL, VISION & DISABILITY INSURANCE"", ""401(K)"", ""MATERNITY & PARENTAL LEAVE"", ""FLEXIBLE PTO"", ""AMAZON EMPLOYEE DISCOUNT"", ""MONTHLY CONTRIBUTION & DISCOUNTS FOR WELLNESS RELATED ACTIVITIES & PROGRAMS (E.G., GYM MEMBERSHIPS, OFF-SITE MASSAGES, ETC.)"")","119","EMPLOYEE","employee","PROPN","NNP","Number=Sing","75","flat",NA,NA,5,"Indeed"
"1525","doc1",1,10,"PROGRAMMING LANGUAGE SKILLS WITH R/PYTHON, STATISTICS OR MATHEMATICS TOOLS LIKE R, MATLAB, SAS"", ""PROVEN TRACK RECORD OF USING DATA TO GENERATE INSIGHT AND DRIVE BUSINESS RESULTS"", ""EFFECTIVE WRITTEN AND VERBAL COMMUNICATION SKILLS TO JUSTIFY FORECASTING PLANS TO INFLUENCE PEERS AND EXECUTIVES."", ""COMFORTABLE WORKING INDEPENDENTLY; STRONG PRIORITIZATION SKILLS AND DEMONSTRATED ABILITY TO MANAGE STAKEHOLDER EXPECTATIONS"", ""MUST BE COMFORTABLE WORKING WITH HIGHLY SENSITIVE AND/OR DISTURBING CONTENT"", ""MEDICAL, DENTAL, VISION & DISABILITY INSURANCE"", ""401(K)"", ""MATERNITY & PARENTAL LEAVE"", ""FLEXIBLE PTO"", ""AMAZON EMPLOYEE DISCOUNT"", ""MONTHLY CONTRIBUTION & DISCOUNTS FOR WELLNESS RELATED ACTIVITIES & PROGRAMS (E.G., GYM MEMBERSHIPS, OFF-SITE MASSAGES, ETC.)"")","120","DISCOUNT","Discount","PROPN","NNP","Number=Sing","75","flat",NA,"SpaceAfter=No",5,"Indeed"
"1529","doc1",1,10,"PROGRAMMING LANGUAGE SKILLS WITH R/PYTHON, STATISTICS OR MATHEMATICS TOOLS LIKE R, MATLAB, SAS"", ""PROVEN TRACK RECORD OF USING DATA TO GENERATE INSIGHT AND DRIVE BUSINESS RESULTS"", ""EFFECTIVE WRITTEN AND VERBAL COMMUNICATION SKILLS TO JUSTIFY FORECASTING PLANS TO INFLUENCE PEERS AND EXECUTIVES."", ""COMFORTABLE WORKING INDEPENDENTLY; STRONG PRIORITIZATION SKILLS AND DEMONSTRATED ABILITY TO MANAGE STAKEHOLDER EXPECTATIONS"", ""MUST BE COMFORTABLE WORKING WITH HIGHLY SENSITIVE AND/OR DISTURBING CONTENT"", ""MEDICAL, DENTAL, VISION & DISABILITY INSURANCE"", ""401(K)"", ""MATERNITY & PARENTAL LEAVE"", ""FLEXIBLE PTO"", ""AMAZON EMPLOYEE DISCOUNT"", ""MONTHLY CONTRIBUTION & DISCOUNTS FOR WELLNESS RELATED ACTIVITIES & PROGRAMS (E.G., GYM MEMBERSHIPS, OFF-SITE MASSAGES, ETC.)"")","124","MONTHLY","monthly","NOUN","NN","Number=Sing","125","compound",NA,NA,5,"Indeed"
"1530","doc1",1,10,"PROGRAMMING LANGUAGE SKILLS WITH R/PYTHON, STATISTICS OR MATHEMATICS TOOLS LIKE R, MATLAB, SAS"", ""PROVEN TRACK RECORD OF USING DATA TO GENERATE INSIGHT AND DRIVE BUSINESS RESULTS"", ""EFFECTIVE WRITTEN AND VERBAL COMMUNICATION SKILLS TO JUSTIFY FORECASTING PLANS TO INFLUENCE PEERS AND EXECUTIVES."", ""COMFORTABLE WORKING INDEPENDENTLY; STRONG PRIORITIZATION SKILLS AND DEMONSTRATED ABILITY TO MANAGE STAKEHOLDER EXPECTATIONS"", ""MUST BE COMFORTABLE WORKING WITH HIGHLY SENSITIVE AND/OR DISTURBING CONTENT"", ""MEDICAL, DENTAL, VISION & DISABILITY INSURANCE"", ""401(K)"", ""MATERNITY & PARENTAL LEAVE"", ""FLEXIBLE PTO"", ""AMAZON EMPLOYEE DISCOUNT"", ""MONTHLY CONTRIBUTION & DISCOUNTS FOR WELLNESS RELATED ACTIVITIES & PROGRAMS (E.G., GYM MEMBERSHIPS, OFF-SITE MASSAGES, ETC.)"")","125","CONTRIBUTION","contribution","NOUN","NN","Number=Sing","0","root",NA,NA,5,"Indeed"
"1532","doc1",1,10,"PROGRAMMING LANGUAGE SKILLS WITH R/PYTHON, STATISTICS OR MATHEMATICS TOOLS LIKE R, MATLAB, SAS"", ""PROVEN TRACK RECORD OF USING DATA TO GENERATE INSIGHT AND DRIVE BUSINESS RESULTS"", ""EFFECTIVE WRITTEN AND VERBAL COMMUNICATION SKILLS TO JUSTIFY FORECASTING PLANS TO INFLUENCE PEERS AND EXECUTIVES."", ""COMFORTABLE WORKING INDEPENDENTLY; STRONG PRIORITIZATION SKILLS AND DEMONSTRATED ABILITY TO MANAGE STAKEHOLDER EXPECTATIONS"", ""MUST BE COMFORTABLE WORKING WITH HIGHLY SENSITIVE AND/OR DISTURBING CONTENT"", ""MEDICAL, DENTAL, VISION & DISABILITY INSURANCE"", ""401(K)"", ""MATERNITY & PARENTAL LEAVE"", ""FLEXIBLE PTO"", ""AMAZON EMPLOYEE DISCOUNT"", ""MONTHLY CONTRIBUTION & DISCOUNTS FOR WELLNESS RELATED ACTIVITIES & PROGRAMS (E.G., GYM MEMBERSHIPS, OFF-SITE MASSAGES, ETC.)"")","127","DISCOUNTS","discount","NOUN","NNS","Number=Plur","125","conj",NA,NA,5,"Indeed"
"1534","doc1",1,10,"PROGRAMMING LANGUAGE SKILLS WITH R/PYTHON, STATISTICS OR MATHEMATICS TOOLS LIKE R, MATLAB, SAS"", ""PROVEN TRACK RECORD OF USING DATA TO GENERATE INSIGHT AND DRIVE BUSINESS RESULTS"", ""EFFECTIVE WRITTEN AND VERBAL COMMUNICATION SKILLS TO JUSTIFY FORECASTING PLANS TO INFLUENCE PEERS AND EXECUTIVES."", ""COMFORTABLE WORKING INDEPENDENTLY; STRONG PRIORITIZATION SKILLS AND DEMONSTRATED ABILITY TO MANAGE STAKEHOLDER EXPECTATIONS"", ""MUST BE COMFORTABLE WORKING WITH HIGHLY SENSITIVE AND/OR DISTURBING CONTENT"", ""MEDICAL, DENTAL, VISION & DISABILITY INSURANCE"", ""401(K)"", ""MATERNITY & PARENTAL LEAVE"", ""FLEXIBLE PTO"", ""AMAZON EMPLOYEE DISCOUNT"", ""MONTHLY CONTRIBUTION & DISCOUNTS FOR WELLNESS RELATED ACTIVITIES & PROGRAMS (E.G., GYM MEMBERSHIPS, OFF-SITE MASSAGES, ETC.)"")","129","WELLNESS","WELLNESS","PROPN","NNP","Number=Sing","130","compound",NA,NA,5,"Indeed"
"1535","doc1",1,10,"PROGRAMMING LANGUAGE SKILLS WITH R/PYTHON, STATISTICS OR MATHEMATICS TOOLS LIKE R, MATLAB, SAS"", ""PROVEN TRACK RECORD OF USING DATA TO GENERATE INSIGHT AND DRIVE BUSINESS RESULTS"", ""EFFECTIVE WRITTEN AND VERBAL COMMUNICATION SKILLS TO JUSTIFY FORECASTING PLANS TO INFLUENCE PEERS AND EXECUTIVES."", ""COMFORTABLE WORKING INDEPENDENTLY; STRONG PRIORITIZATION SKILLS AND DEMONSTRATED ABILITY TO MANAGE STAKEHOLDER EXPECTATIONS"", ""MUST BE COMFORTABLE WORKING WITH HIGHLY SENSITIVE AND/OR DISTURBING CONTENT"", ""MEDICAL, DENTAL, VISION & DISABILITY INSURANCE"", ""401(K)"", ""MATERNITY & PARENTAL LEAVE"", ""FLEXIBLE PTO"", ""AMAZON EMPLOYEE DISCOUNT"", ""MONTHLY CONTRIBUTION & DISCOUNTS FOR WELLNESS RELATED ACTIVITIES & PROGRAMS (E.G., GYM MEMBERSHIPS, OFF-SITE MASSAGES, ETC.)"")","130","RELATED","related","PROPN","NNP","Number=Sing","131","compound",NA,NA,5,"Indeed"
"1536","doc1",1,10,"PROGRAMMING LANGUAGE SKILLS WITH R/PYTHON, STATISTICS OR MATHEMATICS TOOLS LIKE R, MATLAB, SAS"", ""PROVEN TRACK RECORD OF USING DATA TO GENERATE INSIGHT AND DRIVE BUSINESS RESULTS"", ""EFFECTIVE WRITTEN AND VERBAL COMMUNICATION SKILLS TO JUSTIFY FORECASTING PLANS TO INFLUENCE PEERS AND EXECUTIVES."", ""COMFORTABLE WORKING INDEPENDENTLY; STRONG PRIORITIZATION SKILLS AND DEMONSTRATED ABILITY TO MANAGE STAKEHOLDER EXPECTATIONS"", ""MUST BE COMFORTABLE WORKING WITH HIGHLY SENSITIVE AND/OR DISTURBING CONTENT"", ""MEDICAL, DENTAL, VISION & DISABILITY INSURANCE"", ""401(K)"", ""MATERNITY & PARENTAL LEAVE"", ""FLEXIBLE PTO"", ""AMAZON EMPLOYEE DISCOUNT"", ""MONTHLY CONTRIBUTION & DISCOUNTS FOR WELLNESS RELATED ACTIVITIES & PROGRAMS (E.G., GYM MEMBERSHIPS, OFF-SITE MASSAGES, ETC.)"")","131","ACTIVITIES","activity","PROPN","NNP","Number=Sing","125","nmod",NA,NA,5,"Indeed"
"1538","doc1",1,10,"PROGRAMMING LANGUAGE SKILLS WITH R/PYTHON, STATISTICS OR MATHEMATICS TOOLS LIKE R, MATLAB, SAS"", ""PROVEN TRACK RECORD OF USING DATA TO GENERATE INSIGHT AND DRIVE BUSINESS RESULTS"", ""EFFECTIVE WRITTEN AND VERBAL COMMUNICATION SKILLS TO JUSTIFY FORECASTING PLANS TO INFLUENCE PEERS AND EXECUTIVES."", ""COMFORTABLE WORKING INDEPENDENTLY; STRONG PRIORITIZATION SKILLS AND DEMONSTRATED ABILITY TO MANAGE STAKEHOLDER EXPECTATIONS"", ""MUST BE COMFORTABLE WORKING WITH HIGHLY SENSITIVE AND/OR DISTURBING CONTENT"", ""MEDICAL, DENTAL, VISION & DISABILITY INSURANCE"", ""401(K)"", ""MATERNITY & PARENTAL LEAVE"", ""FLEXIBLE PTO"", ""AMAZON EMPLOYEE DISCOUNT"", ""MONTHLY CONTRIBUTION & DISCOUNTS FOR WELLNESS RELATED ACTIVITIES & PROGRAMS (E.G., GYM MEMBERSHIPS, OFF-SITE MASSAGES, ETC.)"")","133","PROGRAMS","program","PROPN","NNP","Number=Sing","131","conj",NA,NA,5,"Indeed"
"1540","doc1",1,10,"PROGRAMMING LANGUAGE SKILLS WITH R/PYTHON, STATISTICS OR MATHEMATICS TOOLS LIKE R, MATLAB, SAS"", ""PROVEN TRACK RECORD OF USING DATA TO GENERATE INSIGHT AND DRIVE BUSINESS RESULTS"", ""EFFECTIVE WRITTEN AND VERBAL COMMUNICATION SKILLS TO JUSTIFY FORECASTING PLANS TO INFLUENCE PEERS AND EXECUTIVES."", ""COMFORTABLE WORKING INDEPENDENTLY; STRONG PRIORITIZATION SKILLS AND DEMONSTRATED ABILITY TO MANAGE STAKEHOLDER EXPECTATIONS"", ""MUST BE COMFORTABLE WORKING WITH HIGHLY SENSITIVE AND/OR DISTURBING CONTENT"", ""MEDICAL, DENTAL, VISION & DISABILITY INSURANCE"", ""401(K)"", ""MATERNITY & PARENTAL LEAVE"", ""FLEXIBLE PTO"", ""AMAZON EMPLOYEE DISCOUNT"", ""MONTHLY CONTRIBUTION & DISCOUNTS FOR WELLNESS RELATED ACTIVITIES & PROGRAMS (E.G., GYM MEMBERSHIPS, OFF-SITE MASSAGES, ETC.)"")","135","E.G.","e.g.","PROPN","NNP","Number=Sing","142","compound",NA,"SpaceAfter=No",5,"Indeed"
"1542","doc1",1,10,"PROGRAMMING LANGUAGE SKILLS WITH R/PYTHON, STATISTICS OR MATHEMATICS TOOLS LIKE R, MATLAB, SAS"", ""PROVEN TRACK RECORD OF USING DATA TO GENERATE INSIGHT AND DRIVE BUSINESS RESULTS"", ""EFFECTIVE WRITTEN AND VERBAL COMMUNICATION SKILLS TO JUSTIFY FORECASTING PLANS TO INFLUENCE PEERS AND EXECUTIVES."", ""COMFORTABLE WORKING INDEPENDENTLY; STRONG PRIORITIZATION SKILLS AND DEMONSTRATED ABILITY TO MANAGE STAKEHOLDER EXPECTATIONS"", ""MUST BE COMFORTABLE WORKING WITH HIGHLY SENSITIVE AND/OR DISTURBING CONTENT"", ""MEDICAL, DENTAL, VISION & DISABILITY INSURANCE"", ""401(K)"", ""MATERNITY & PARENTAL LEAVE"", ""FLEXIBLE PTO"", ""AMAZON EMPLOYEE DISCOUNT"", ""MONTHLY CONTRIBUTION & DISCOUNTS FOR WELLNESS RELATED ACTIVITIES & PROGRAMS (E.G., GYM MEMBERSHIPS, OFF-SITE MASSAGES, ETC.)"")","137","GYM","gym","PROPN","NNP","Number=Sing","135","conj",NA,NA,5,"Indeed"
